Date,AAPL,SP500,NASDAQ
2007-12-01,6.048642158508301,1468.3599853515625,2652.280029296875
2008-01-01,4.133399963378906,1378.550048828125,2389.860107421875
2008-02-01,3.8176541328430176,1330.6300048828125,2271.47998046875
2008-03-01,4.381966590881348,1322.699951171875,2279.10009765625
2008-04-01,5.311798572540283,1385.5899658203125,2412.800048828125
2008-05-01,5.763737201690674,1400.3800048828125,2522.659912109375
2008-06-01,5.11300802230835,1280.0,2292.97998046875
2008-07-01,4.853753566741943,1267.3800048828125,2325.550048828125
2008-08-01,5.176827907562256,1282.8299560546875,2367.52001953125
2008-09-01,3.470762014389038,1166.3599853515625,2091.8798828125
2008-10-01,3.28540563583374,968.75,1720.949951171875
2008-11-01,2.8298041820526123,896.239990234375,1535.5699462890625
2008-12-01,2.6062774658203125,903.25,1577.030029296875
2009-01-01,2.7522425651550293,825.8800048828125,1476.4200439453125
2009-02-01,2.7272019386291504,735.0900268554688,1377.8399658203125
2009-03-01,3.209982395172119,797.8699951171875,1528.5899658203125
2009-04-01,3.8423893451690674,872.8099975585938,1717.300048828125
2009-05-01,4.147140979766846,919.1400146484376,1774.3299560546875
2009-06-01,4.349293231964111,919.3200073242188,1835.0400390625
2009-07-01,4.989336013793945,987.47998046875,1978.5
2009-08-01,5.136520385742188,1020.6199951171876,2009.06005859375
2009-09-01,5.659914016723633,1057.0799560546875,2122.419921875
2009-10-01,5.756102561950684,1036.18994140625,2045.1099853515625
2009-11-01,6.1045241355896,1095.6300048828125,2144.60009765625
2009-12-01,6.434925556182861,1115.0999755859375,2269.14990234375
2010-01-01,5.86481237411499,1073.8699951171875,2147.35009765625
2010-02-01,6.248349666595459,1104.489990234375,2238.260009765625
2010-03-01,7.176041126251221,1169.4300537109375,2397.9599609375
2010-04-01,7.972740650177002,1186.68994140625,2461.18994140625
2010-05-01,7.84417724609375,1089.4100341796875,2257.0400390625
2010-06-01,7.680809020996094,1030.7099609375,2109.239990234375
2010-07-01,7.855478763580322,1101.5999755859375,2254.699951171875
2010-08-01,7.4233856201171875,1049.3299560546875,2114.030029296875
2010-09-01,8.664690971374512,1141.199951171875,2368.6201171875
2010-10-01,9.190831184387209,1183.260009765625,2507.409912109375
2010-11-01,9.501388549804688,1180.550048828125,2498.22998046875
2010-12-01,9.84980583190918,1257.6400146484375,2652.8701171875
2011-01-01,10.361597061157228,1286.1199951171875,2700.080078125
2011-02-01,10.78574562072754,1327.219970703125,2782.27001953125
2011-03-01,10.64222526550293,1325.8299560546875,2781.070068359375
2011-04-01,10.691693305969238,1363.6099853515625,2873.5400390625
2011-05-01,10.621461868286133,1345.199951171875,2835.300048828125
2011-06-01,10.25013542175293,1320.6400146484375,2773.52001953125
2011-07-01,11.923834800720217,1292.280029296875,2756.3798828125
2011-08-01,11.75130844116211,1218.8900146484375,2579.4599609375
2011-09-01,11.644124984741213,1131.4200439453125,2415.39990234375
2011-10-01,12.360504150390623,1253.300048828125,2684.409912109375
2011-11-01,11.670994758605955,1246.9599609375,2620.340087890625
2011-12-01,12.367225646972656,1257.5999755859375,2605.14990234375
2012-01-01,13.939234733581545,1312.4100341796875,2813.840087890625
2012-02-01,16.564136505126953,1365.6800537109375,2966.889892578125
2012-03-01,18.308074951171875,1408.469970703125,3091.570068359375
2012-04-01,17.83262062072754,1397.9100341796875,3046.360107421875
2012-05-01,17.64176368713379,1310.3299560546875,2827.340087890625
2012-06-01,17.83323097229004,1362.1600341796875,2935.050048828125
2012-07-01,18.65038108825684,1379.3199462890625,2939.52001953125
2012-08-01,20.314008712768555,1406.5799560546875,3066.9599609375
2012-09-01,20.45826911926269,1440.6700439453125,3116.22998046875
2012-10-01,18.256948471069336,1412.1600341796875,2977.22998046875
2012-11-01,17.94904899597168,1416.1800537109375,3010.239990234375
2012-12-01,16.39484405517578,1426.18994140625,3019.510009765625
2013-01-01,14.03252124786377,1498.1099853515625,3142.1298828125
2013-02-01,13.598445892333984,1514.6800537109375,3160.18994140625
2013-03-01,13.716739654541016,1569.18994140625,3267.52001953125
2013-04-01,13.720457077026367,1597.5699462890625,3328.7900390625
2013-05-01,13.935823440551758,1630.739990234375,3455.909912109375
2013-06-01,12.368638038635254,1606.280029296875,3403.25
2013-07-01,14.115401268005373,1685.72998046875,3626.3701171875
2013-08-01,15.19745922088623,1632.969970703125,3589.8701171875
2013-09-01,14.96906566619873,1681.550048828125,3771.47998046875
2013-10-01,16.41180992126465,1756.5400390625,3919.7099609375
2013-11-01,17.45956802368164,1805.81005859375,4059.889892578125
2013-12-01,17.71782684326172,1848.3599853515625,4176.58984375
2014-01-01,15.80967903137207,1782.5899658203125,4103.8798828125
2014-02-01,16.61942481994629,1859.449951171875,4308.1201171875
2014-03-01,17.052499771118164,1872.3399658203125,4198.990234375
2014-04-01,18.747455596923828,1883.949951171875,4114.56005859375
2014-05-01,20.11072540283203,1923.5699462890625,4242.6201171875
2014-06-01,20.78246116638184,1960.22998046875,4408.18017578125
2014-07-01,21.37957000732422,1930.6700439453125,4369.77001953125
2014-08-01,22.922651290893555,2003.3699951171875,4580.27001953125
2014-09-01,22.643360137939453,1972.2900390625,4493.39013671875
2014-10-01,24.27278709411621,2018.050048828125,4630.740234375
